ID,Target
1.0,0.3
2.0,0.3
3.0,0.2
4.0,0.4
5.0,0.4
6.0,0.6
7.0,0.4
8.0,0.2
9.0,0.4
10.0,0.1
11.0,0.2
12.0,0.2
13.0,0.4
14.0,0.3
15.0,0.3
16.0,0.5
17.0,0.3
18.0,0.2
19.0,0.2
20.0,0.3
21.0,0.6
22.0,0.3
23.0,0.2
24.0,0.2
25.0,0.7
26.0,0.2
27.0,0.5
28.0,0.5
29.0,0.1
30.0,0.2
31.0,0.4
32.0,0.4
33.0,0.2
34.0,0.5
35.0,0.3
36.0,0.3
37.0,0.4
38.0,0.2
39.0,0.2
40.0,0.3
41.0,0.5
42.0,0.6
43.0,0.4
44.0,0.3
45.0,0.4
46.0,0.6
47.0,0.6
48.0,0.2
49.0,0.3
50.0,0.3
51.0,0.3
52.0,0.6
53.0,0.3
54.0,0.1
55.0,0.1
56.0,0.1
57.0,0.1
58.0,0.1
59.0,0.1
60.0,0.5
61.0,0.1
62.0,0.3
63.0,0.5
64.0,0.2
65.0,0.2
66.0,0.2
67.0,0.2
68.0,0.3
69.0,0.5
70.0,0.4
71.0,0.1
72.0,0.2
73.0,0.2
74.0,0.5
75.0,0.3
76.0,0.7
77.0,0.1
78.0,0.3
79.0,0.3
80.0,0.2
81.0,0.3
82.0,0.2
83.0,0.4
84.0,0.4
85.0,0.6
86.0,0.4
87.0,0.2
88.0,0.6
89.0,0.5
90.0,0.2
91.0,0.7
92.0,0.5
93.0,0.5
94.0,0.5
95.0,0.4
96.0,0.3
97.0,0.5
98.0,0.5
99.0,0.2
100.0,0.5
101.0,0.2
102.0,0.5
103.0,0.4
104.0,0.3
105.0,0.2
106.0,0.4
107.0,0.3
108.0,0.2
109.0,0.3
110.0,0.3
111.0,0.4
112.0,0.3
113.0,0.3
114.0,0.3
115.0,0.2
116.0,0.2
117.0,0.4
118.0,0.3
119.0,0.2
120.0,0.4
121.0,0.1
122.0,0.2
123.0,0.2
124.0,0.2
125.0,0.2
126.0,0.5
127.0,0.2
128.0,0.3
129.0,0.1
130.0,0.3
131.0,0.3
132.0,0.6
133.0,0.1
134.0,0.1
135.0,0.2
136.0,0.2
137.0,0.3
138.0,0.2
139.0,0.2
140.0,0.2
141.0,0.3
142.0,0.5
143.0,0.1
144.0,0.2
145.0,0.2
146.0,0.3
147.0,0.6
148.0,0.5
149.0,0.6
150.0,0.8
151.0,0.2
152.0,0.3
153.0,0.2
154.0,0.4
155.0,0.3
156.0,0.5
157.0,0.6
158.0,0.2
159.0,0.1
160.0,0.3
161.0,0.4
162.0,0.2
163.0,0.2
164.0,0.3
165.0,0.2
166.0,0.2
167.0,0.1
168.0,0.2
169.0,0.3
170.0,0.5
171.0,0.3
172.0,0.1
173.0,0.5
174.0,0.1
175.0,0.3
176.0,0.4
177.0,0.2
178.0,0.6
179.0,0.3
180.0,0.3
181.0,0.5
182.0,0.2
183.0,0.5
184.0,0.5
185.0,0.5
186.0,0.1
187.0,0.5
188.0,0.3
189.0,0.2
190.0,0.3
191.0,0.3
192.0,0.2
193.0,0.5
194.0,0.2
195.0,0.2
196.0,0.4
197.0,0.3
198.0,0.4
199.0,0.2
200.0,0.3
201.0,0.3
202.0,0.2
203.0,0.2
204.0,0.1
205.0,0.2
206.0,0.2
207.0,0.3
208.0,0.5
209.0,0.2
210.0,0.6
211.0,0.5
212.0,0.3
213.0,0.4
214.0,0.2
215.0,0.2
216.0,0.3
217.0,0.1
218.0,0.1
219.0,0.2
220.0,0.3
221.0,0.2
222.0,0.2
223.0,0.2
224.0,0.2
225.0,0.3
226.0,0.5
227.0,0.4
228.0,0.4
229.0,0.5
230.0,0.3
231.0,0.3
232.0,0.1
233.0,0.3
234.0,0.3
235.0,0.4
236.0,0.2
237.0,0.3
238.0,0.4
239.0,0.2
240.0,0.2
241.0,0.3
242.0,0.3
243.0,0.5
244.0,0.2
245.0,0.3
246.0,0.2
247.0,0.3
248.0,0.5
249.0,0.3
250.0,0.4
251.0,0.3
252.0,0.1
253.0,0.4
254.0,0.3
255.0,0.6
256.0,0.5
257.0,0.3
258.0,0.6
259.0,0.3
260.0,0.2
261.0,0.2
262.0,0.3
263.0,0.5
264.0,0.3
265.0,0.2
266.0,0.5
267.0,0.2
268.0,0.3
269.0,0.1
270.0,0.2
