ID,Target
1.0,4.9
2.0,0.0
3.0,16.0
4.0,1.6
5.0,49.6
6.0,11.5
7.0,61.1
8.0,2.1
9.0,11.5
10.0,0.0
11.0,7.8
12.0,2.4
13.0,0.0
14.0,0.7
15.0,13.1
16.0,5.8
17.0,42.9
18.0,0.0
19.0,24.6
20.0,1.9
21.0,0.0
22.0,0.0
23.0,10.0
24.0,0.0
25.0,1.9
26.0,70.3
27.0,10.3
28.0,0.0
29.0,4.9
30.0,71.3
31.0,10.0
32.0,1.1
33.0,0.0
34.0,48.5
35.0,3.3
36.0,0.0
37.0,28.7
38.0,10.0
39.0,0.0
40.0,0.0
41.0,0.0
42.0,0.0
43.0,34.4
44.0,0.0
45.0,1.6
46.0,1.6
47.0,0.2
48.0,10.0
49.0,0.0
50.0,0.0
51.0,0.0
52.0,0.0
53.0,6.8
54.0,37.0
55.0,10.3
56.0,0.0
57.0,0.0
58.0,1.4
59.0,10.0
60.0,35.9
61.0,0.0
62.0,0.0
63.0,0.0
64.0,9.4
65.0,4.4
66.0,200.9
67.0,0.0
68.0,154.9
69.0,1.9
70.0,16.4
71.0,11.1
72.0,6.4
73.0,0.0
74.0,3.1
75.0,2.7
76.0,0.0
77.0,95.2
78.0,38.5
79.0,82.8
80.0,0.0
81.0,0.1
82.0,7.7
83.0,0.0
84.0,0.0
85.0,0.0
86.0,0.0
87.0,0.0
88.0,1.4
89.0,1.9
90.0,1.6
91.0,3.3
92.0,0.0
93.0,6.4
94.0,1.2
95.0,0.0
96.0,1.9
97.0,5.7
98.0,19.2
99.0,0.0
100.0,0.0
101.0,746.3
102.0,0.0
103.0,28.7
104.0,0.0
105.0,18.3
106.0,6.4
107.0,0.0
108.0,0.0
109.0,0.0
110.0,0.4
111.0,61.1
112.0,34.4
113.0,1.6
114.0,0.0
115.0,0.0
116.0,28.7
117.0,7.7
118.0,0.0
119.0,0.0
120.0,1.6
121.0,0.0
122.0,39.4
123.0,0.0
124.0,1.6
125.0,3.5
126.0,0.0
127.0,14.0
128.0,10.0
129.0,1.6
130.0,26.4
131.0,0.0
132.0,1.4
133.0,13.1
134.0,0.0
135.0,0.0
136.0,0.0
137.0,19.2
138.0,0.0
139.0,6.4
140.0,49.6
141.0,0.0
142.0,14.0
143.0,82.8
144.0,0.0
145.0,1.8
146.0,1.6
147.0,1.6
148.0,0.0
149.0,39.4
150.0,0.0
151.0,4.9
152.0,0.0
153.0,0.0
154.0,0.0
155.0,0.0
156.0,0.0
157.0,5.7
158.0,746.3
159.0,10.0
160.0,1.6
161.0,3.3
162.0,1.9
163.0,11.2
164.0,9.4
165.0,10.0
166.0,0.0
167.0,1.6
168.0,10.0
169.0,10.0
170.0,0.0
171.0,14.0
172.0,200.9
173.0,0.0
174.0,1.6
175.0,1.1
176.0,0.0
177.0,11.2
178.0,0.0
179.0,14.0
180.0,56.0
181.0,7.8
182.0,0.0
183.0,16.0
184.0,0.0
185.0,16.0
186.0,0.5
187.0,0.0
188.0,0.0
189.0,28.2
190.0,16.0
191.0,0.0
192.0,7.8
193.0,1.6
194.0,10.0
195.0,0.0
196.0,0.0
197.0,0.0
198.0,0.0
199.0,0.0
200.0,5.8
201.0,7.7
202.0,0.7
203.0,1.9
204.0,0.0
205.0,56.0
206.0,1.6
207.0,6.8
