ID,Target
1.0,0.5
2.0,0.5
3.0,0.4
4.0,0.4
5.0,0.5
6.0,0.5
7.0,1.0
8.0,1.0
9.0,0.5
10.0,0.5
11.0,0.5
12.0,0.4
13.0,0.4
14.0,0.5
15.0,0.5
16.0,-0.0
17.0,1.0
18.0,0.0
19.0,0.5
20.0,0.4
21.0,0.4
22.0,0.5
23.0,0.4
24.0,0.6
25.0,0.0
26.0,0.6
27.0,0.4
28.0,-0.0
29.0,0.5
30.0,0.4
31.0,0.4
32.0,0.5
33.0,0.4
34.0,0.5
35.0,0.4
36.0,0.0
37.0,0.0
38.0,0.4
39.0,0.5
40.0,0.6
41.0,0.4
42.0,0.5
43.0,0.5
44.0,0.4
45.0,0.4
46.0,0.4
47.0,0.4
48.0,0.4
49.0,0.5
50.0,0.4
51.0,0.0
52.0,0.4
53.0,0.5
54.0,0.6
55.0,0.4
56.0,0.5
57.0,7.5
58.0,0.0
59.0,0.4
60.0,0.5
61.0,0.4
62.0,0.4
63.0,0.5
64.0,0.5
65.0,0.4
66.0,0.5
67.0,0.0
68.0,0.0
69.0,0.0
70.0,0.6
71.0,0.5
72.0,1.0
73.0,0.4
74.0,0.4
75.0,0.4
76.0,3.2
77.0,0.5
78.0,0.0
79.0,0.0
80.0,0.5
81.0,0.4
82.0,0.4
83.0,0.4
84.0,0.4
85.0,3.2
86.0,0.5
87.0,0.4
88.0,0.0
89.0,0.0
90.0,0.4
91.0,0.4
92.0,0.5
93.0,1.0
94.0,0.0
95.0,0.6
96.0,0.4
97.0,0.5
98.0,0.5
99.0,-0.0
100.0,0.6
101.0,0.4
102.0,0.5
103.0,0.0
104.0,0.4
105.0,0.5
106.0,1.8
107.0,0.0
108.0,0.5
109.0,0.6
110.0,1.0
111.0,0.0
112.0,0.5
113.0,0.5
114.0,0.5
115.0,1.0
116.0,0.0
117.0,0.4
118.0,0.4
119.0,0.4
120.0,0.5
121.0,1.0
122.0,0.5
123.0,0.4
124.0,0.4
125.0,0.4
126.0,0.5
127.0,0.4
128.0,0.4
129.0,0.4
130.0,0.4
131.0,0.6
132.0,0.4
133.0,0.5
134.0,1.0
135.0,0.5
136.0,0.0
137.0,0.5
138.0,0.4
139.0,0.4
140.0,0.4
141.0,0.4
142.0,2.7
143.0,0.4
144.0,0.5
145.0,0.0
146.0,1.0
147.0,0.5
148.0,0.0
149.0,0.5
150.0,0.5
151.0,0.5
152.0,0.5
153.0,0.5
154.0,0.4
155.0,3.2
156.0,0.4
157.0,0.5
158.0,0.4
159.0,0.6
160.0,0.5
161.0,0.4
162.0,0.4
163.0,0.5
164.0,0.5
165.0,0.4
166.0,0.5
167.0,0.4
168.0,0.4
169.0,0.4
170.0,0.5
171.0,1.8
172.0,0.5
173.0,0.4
174.0,0.4
175.0,0.5
176.0,0.4
177.0,0.5
178.0,0.5
179.0,0.0
180.0,0.5
181.0,0.0
182.0,0.4
183.0,0.6
184.0,0.0
185.0,0.4
186.0,0.4
187.0,0.5
188.0,0.0
189.0,0.5
190.0,0.6
191.0,-0.0
192.0,0.5
193.0,0.5
194.0,0.4
195.0,0.5
196.0,0.4
197.0,0.0
198.0,0.0
199.0,0.0
200.0,0.6
201.0,0.4
202.0,0.6
203.0,0.4
204.0,0.0
205.0,0.5
206.0,0.5
207.0,0.0
