ID,Target
1.0,1.4
2.0,1.4
3.0,1.2
4.0,1.5
5.0,1.4
6.0,1.3
7.0,1.4
8.0,1.5
9.0,1.5
10.0,1.3
11.0,1.4
12.0,1.7
13.0,1.4
14.0,1.4
15.0,2.5
16.0,1.4
17.0,1.4
18.0,1.3
19.0,1.4
20.0,1.4
21.0,1.4
22.0,1.4
23.0,1.4
24.0,0.9
25.0,0.8
26.0,1.4
27.0,1.5
28.0,0.8
29.0,1.4
30.0,1.4
31.0,1.4
32.0,1.4
33.0,1.4
34.0,1.4
35.0,2.2
36.0,1.5
37.0,1.3
38.0,1.3
39.0,1.4
40.0,1.4
41.0,1.8
42.0,1.4
43.0,1.3
44.0,1.4
45.0,1.4
46.0,1.3
47.0,1.1
48.0,1.4
49.0,0.9
50.0,1.4
51.0,1.4
52.0,1.4
53.0,1.4
54.0,1.4
55.0,1.5
56.0,1.4
57.0,2.5
58.0,1.4
59.0,1.5
60.0,1.4
61.0,1.4
62.0,1.5
63.0,2.1
64.0,1.4
65.0,1.4
66.0,1.4
67.0,1.4
68.0,1.4
69.0,1.2
70.0,1.4
71.0,1.2
72.0,1.4
73.0,1.4
74.0,1.5
75.0,1.4
76.0,1.4
77.0,2.2
78.0,1.4
79.0,1.4
80.0,1.4
81.0,1.0
82.0,1.4
83.0,1.4
84.0,1.4
85.0,1.4
86.0,1.4
87.0,1.4
88.0,1.4
89.0,1.4
90.0,1.4
91.0,1.4
92.0,1.4
93.0,1.4
94.0,1.4
95.0,1.4
96.0,1.4
97.0,1.4
98.0,2.1
99.0,1.4
100.0,1.4
101.0,1.4
102.0,0.7
103.0,1.9
104.0,1.4
105.0,1.4
106.0,1.4
107.0,1.4
108.0,1.4
109.0,1.4
110.0,1.4
111.0,1.4
112.0,1.5
113.0,1.4
114.0,1.4
115.0,1.4
116.0,1.4
117.0,1.4
118.0,1.4
119.0,1.4
120.0,1.4
121.0,1.4
122.0,1.4
123.0,1.5
124.0,1.4
125.0,1.4
126.0,1.1
127.0,1.4
128.0,1.4
129.0,1.4
130.0,1.4
131.0,1.4
132.0,1.4
133.0,1.5
134.0,1.4
135.0,0.5
136.0,1.4
137.0,2.1
138.0,1.4
139.0,1.5
140.0,1.4
141.0,1.4
142.0,1.4
143.0,1.4
144.0,1.4
145.0,1.4
146.0,1.4
147.0,1.4
148.0,1.4
149.0,1.4
150.0,1.2
151.0,1.4
152.0,1.4
153.0,1.4
154.0,0.9
155.0,1.4
156.0,1.4
157.0,1.5
158.0,1.4
159.0,1.4
160.0,1.4
161.0,1.4
162.0,1.5
163.0,2.0
164.0,1.4
165.0,2.8
166.0,1.4
167.0,1.4
168.0,1.4
169.0,1.6
170.0,1.4
171.0,1.4
172.0,1.5
173.0,1.4
174.0,1.3
175.0,1.4
176.0,1.4
177.0,1.4
178.0,1.4
179.0,1.4
180.0,1.4
181.0,1.4
182.0,1.4
183.0,1.4
184.0,1.3
185.0,1.4
186.0,1.4
187.0,1.4
188.0,1.4
189.0,1.5
190.0,1.4
191.0,1.1
192.0,1.4
193.0,1.5
194.0,1.3
195.0,1.3
196.0,1.4
197.0,1.4
198.0,1.4
199.0,1.4
200.0,1.4
201.0,1.4
202.0,1.4
203.0,1.4
204.0,1.4
205.0,1.8
206.0,1.4
207.0,2.2
