ID,Category
1,0
2,1
3,1
4,1
5,0
6,1
7,1
8,1
9,1
10,0
11,1
12,0
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,0
21,1
22,1
23,1
24,1
25,1
26,0
27,1
28,0
29,1
30,0
31,0
32,1
33,1
34,1
35,0
36,0
37,0
38,0
39,0
40,1
41,0
42,1
43,1
44,0
45,0
46,1
47,0
48,1
49,1
50,1
51,1
52,0
53,1
54,1
55,0
56,0
57,0
58,1
59,0
60,0
61,0
62,0
63,1
64,1
65,0
66,1
67,1
68,1
69,0
70,1
71,1
72,1
73,1
74,1
75,0
76,1
77,0
78,1
79,1
80,1
81,0
82,1
83,1
84,0
85,1
86,0
87,1
88,0
89,1
90,0
91,0
92,1
93,1
94,0
95,0
96,1
97,0
98,1
99,1
100,0
101,0
102,0
103,1
104,1
105,0
106,0
107,1
108,1
109,0
110,1
111,1
112,1
113,0
114,1
115,0
116,0
117,1
118,0
119,0
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,0
131,1
132,1
133,0
134,0
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,0
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,0
154,0
155,1
156,0
157,0
158,1
159,1
160,0
161,1
162,1
163,0
164,0
165,1
166,1
167,0
168,1
169,0
170,1
171,1
172,0
173,1
174,1
175,0
176,0
177,1
178,1
179,0
180,0
181,0
182,0
183,0
184,0
185,1
186,0
187,1
188,1
189,1
190,1
191,0
192,0
193,1
194,1
195,0
196,1
197,0
198,0
199,0
200,1
201,1
202,0
203,1
204,0
205,0
206,0
207,0
208,1
209,0
210,1
211,0
212,0
213,0
214,0
215,1
216,0
217,1
218,1
219,0
220,1
221,1
222,0
223,1
224,1
225,0
226,0
227,1
228,1
229,1
230,1
231,0
232,0
233,0
234,1
235,1
236,0
237,1
238,0
239,1
240,1
241,0
242,0
243,1
244,1
245,0
246,1
247,1
248,0
249,1
250,1
251,0
252,0
253,0
254,1
255,1
256,0
257,0
258,0
259,0
260,0
261,1
262,0
263,1
264,1
265,1
266,1
267,1
268,0
269,1
270,0
271,0
272,0
273,1
274,0
275,1
276,0
277,1
278,1
279,1
280,0
281,0
282,1
283,0
284,1
285,1
286,0
287,0
288,1
289,1
290,1
291,1
292,0
293,0
294,1
295,1
296,0
297,0
298,1
299,0
300,1
301,1
302,0
303,1
304,1
305,1
306,1
307,1
308,1
309,1
310,0
311,0
312,0
313,0
314,1
315,0
316,0
317,0
318,1
319,0
320,0
321,0
322,0
323,1
324,1
325,0
326,0
327,0
328,1
329,1
330,1
331,0
332,1
333,1
334,0
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,0
345,1
346,1
347,0
348,1
349,1
350,0
351,0
352,1
353,1
354,1
355,0
356,1
357,0
358,1
359,1
360,0
361,1
362,0
363,1
364,0
365,0
366,0
367,1
368,1
369,0
370,0
371,1
372,1
373,1
374,1
375,1
376,0
377,1
378,1
379,1
380,0
381,1
382,0
383,1
384,1
385,0
386,1
387,0
388,1
389,1
390,1
391,1
392,0
393,0
394,1
395,1
396,1
397,1
398,0
399,0
400,1
401,1
402,0
403,0
404,0
405,0
406,0
407,0
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,1
